[00:00:00 -> 00:00:04]  ʻOke, ʻnde tʃu kulu salam bzarew ye timrt video jela tʃe karew kut
[00:05:33 -> 00:05:36]  device calibration
[00:05:36 -> 00:05:39]  error
[00:05:39 -> 00:05:42]  systematic error
[00:05:42 -> 00:05:45]  systematic error minimized
[00:05:45 -> 00:05:48]  by calibrating device
[00:05:48 -> 00:05:51]  calibrate
[00:05:51 -> 00:05:54]  listakam
[00:05:54 -> 00:05:57]  error blendment
[00:05:57 -> 00:06:00]  systematic error
[00:06:00 -> 00:06:03]  the measurement are equally
[00:06:03 -> 00:06:06]  probably of being too large or
[00:06:06 -> 00:06:09]  too small
[00:06:09 -> 00:06:12]  value
[00:06:12 -> 00:06:15]  value
[00:06:15 -> 00:06:18]  value
[00:06:18 -> 00:06:21]  value
[00:06:21 -> 00:06:24]  value
[00:06:24 -> 00:06:27]  value
[00:06:27 -> 00:06:30]  scale
[00:06:30 -> 00:06:33]  large scale
[00:06:33 -> 00:06:36]  small scale
[00:06:36 -> 00:06:39]  millimeter
[00:06:39 -> 00:06:42]  millimeter
[00:06:42 -> 00:06:45]  millimeter
[00:06:45 -> 00:06:48]  millimeter
[00:06:48 -> 00:06:51]  accurate
[00:06:51 -> 00:06:54]  precise
[00:06:54 -> 00:06:57]  basic error
[00:06:57 -> 00:07:00]  rule for significant figure
[00:07:00 -> 00:07:03]  rule for significant figure
[00:07:03 -> 00:07:06]  rule for significant figure
[00:07:06 -> 00:07:09]  0
[00:07:09 -> 00:07:12]  0
[00:07:12 -> 00:07:15]  0
[00:07:15 -> 00:07:18]  digit
[00:07:18 -> 00:07:21]  digit
[00:07:21 -> 00:07:24]  digit
[00:07:24 -> 00:07:27]  digit
[00:07:27 -> 00:07:30]  digit
[00:07:30 -> 00:07:33]  digit
[00:07:33 -> 00:07:36]  digit
[00:07:36 -> 00:07:39]  digit
[00:07:39 -> 00:07:42]  digit
[00:07:42 -> 00:07:44]  0 9 0
[00:07:44 -> 00:07:46]  0 between
[00:07:46 -> 00:07:48]  0 between
[00:07:48 -> 00:07:50]  0 between
[00:07:50 -> 00:07:52]  9 0
[00:07:52 -> 00:07:54]  9 0
[00:07:54 -> 00:07:56]  0 between
[00:07:56 -> 00:07:58]  9 0
[00:07:58 -> 00:08:00]  101
[00:08:00 -> 00:08:02]  0 between 9 0
[00:08:02 -> 00:08:04]  101
[00:08:04 -> 00:08:06]  Any
[00:08:06 -> 00:08:08]  Any
[00:08:08 -> 00:08:10]  Any
[00:08:10 -> 00:08:13]  0 after non-zero
[00:08:13 -> 00:08:16]  lemsele ka non-zero bwala
[00:08:16 -> 00:08:18]  weym ka decimal place bwala
[00:08:18 -> 00:08:20]  ndezibit menekatu
[00:08:20 -> 00:08:22]  100.000
[00:08:22 -> 00:08:24]  ndezibit gametalachu
[00:08:24 -> 00:08:26]  this one is figure
[00:08:26 -> 00:08:28]  figure bwala ntarwal
[00:08:28 -> 00:08:30]  0 before non-zero
[00:08:30 -> 00:08:32]  lemsele 0.000124
[00:08:32 -> 00:08:34]  bihon
[00:08:34 -> 00:08:36]  ihin non-zero omitted
[00:08:36 -> 00:08:38]  0
[00:08:38 -> 00:08:40]  lele nyo
[00:08:40 -> 00:08:42]  ambiguity
[00:08:42 -> 00:08:44]  0
[00:08:44 -> 00:08:46]  lemsele 1000
[00:08:46 -> 00:08:48]  without decimal place
[00:08:48 -> 00:08:50]  decimal place
[00:08:50 -> 00:08:52]  figure
[00:08:52 -> 00:08:54]  because
[00:08:54 -> 00:08:56]  3
[00:08:56 -> 00:08:58]  3
[00:08:58 -> 00:09:00]  3
[00:09:00 -> 00:09:02]  4
[00:09:02 -> 00:09:04]  4
[00:09:04 -> 00:09:06]  lemsele
[00:09:06 -> 00:09:08]  0
[00:09:08 -> 00:09:10]  0
[00:09:10 -> 00:09:12]  0
[00:09:12 -> 00:09:14]  0
[00:09:14 -> 00:09:16]  0
[00:09:16 -> 00:09:18]  0
[00:09:18 -> 00:09:20]  0
[00:09:20 -> 00:09:22]  0
[00:09:22 -> 00:09:24]  0
[00:09:24 -> 00:09:26]  0
[00:09:26 -> 00:09:28]  0
[00:09:28 -> 00:09:30]  0
[00:09:30 -> 00:09:32]  0
[00:09:32 -> 00:09:34]  0
[00:09:34 -> 00:09:36]  0
[00:09:36 -> 00:09:38]  0
[00:09:38 -> 00:09:40]  0
[00:09:40 -> 00:09:42]  0
[00:09:42 -> 00:09:44]  0
[00:09:44 -> 00:09:46]  0
[00:09:46 -> 00:09:48]  0
[00:09:48 -> 00:09:50]  0
[00:09:50 -> 00:09:52]  0
[00:09:52 -> 00:09:54]  0
[00:09:54 -> 00:09:56]  0
[00:09:56 -> 00:09:58]  0
[00:09:58 -> 00:10:00]  0
[00:10:00 -> 00:10:02]  0
[00:10:02 -> 00:10:04]  0
[00:10:04 -> 00:10:06]  0
[00:10:06 -> 00:10:08]  0
[00:10:08 -> 00:10:10]  0
[00:10:10 -> 00:10:12]  0
[00:10:12 -> 00:10:14]  0
[00:10:14 -> 00:10:16]  0
[00:10:16 -> 00:10:18]  0
[00:10:18 -> 00:10:20]  0
[00:10:20 -> 00:10:22]  0
[00:10:22 -> 00:10:24]  0
[00:10:24 -> 00:10:26]  0
[00:10:26 -> 00:10:28]  0
[00:10:28 -> 00:10:30]  0
[00:10:30 -> 00:10:32]  0
[00:10:32 -> 00:10:34]  0
[00:10:34 -> 00:10:36]  0
[00:10:36 -> 00:10:38]  0
[00:10:38 -> 00:10:40]  0
[00:10:40 -> 00:10:42]  0
[00:10:42 -> 00:10:44]  0
[00:10:44 -> 00:10:46]  0
[00:10:46 -> 00:10:48]  0
[00:10:48 -> 00:10:50]  0
[00:10:50 -> 00:10:52]  0
[00:10:52 -> 00:10:54]  0
[00:10:54 -> 00:10:56]  0
[00:10:56 -> 00:10:58]  0
[00:10:58 -> 00:11:00]  0
[00:11:00 -> 00:11:02]  0
[00:11:02 -> 00:11:04]  0
[00:11:04 -> 00:11:06]  0
[00:11:06 -> 00:11:08]  0
[00:11:08 -> 00:11:10]  0
[00:11:10 -> 00:11:12]  0
[00:11:12 -> 00:11:14]  0
[00:11:14 -> 00:11:16]  0
[00:11:16 -> 00:11:18]  0
[00:11:18 -> 00:11:20]  0
[00:11:20 -> 00:11:22]  0
[00:11:22 -> 00:11:24]  0
[00:11:24 -> 00:11:26]  0
[00:11:26 -> 00:11:28]  0
[00:11:28 -> 00:11:30]  0
[00:11:30 -> 00:11:32]  0
[00:11:32 -> 00:11:34]  0
[00:11:34 -> 00:11:36]  0
[00:11:36 -> 00:11:38]  0
[00:11:38 -> 00:11:40]  0
[00:11:40 -> 00:11:42]  0
[00:11:42 -> 00:11:44]  0
[00:11:44 -> 00:11:46]  0
[00:11:46 -> 00:11:48]  0
[00:11:48 -> 00:11:50]  0
[00:11:50 -> 00:11:52]  0
[00:11:52 -> 00:11:54]  0
[00:11:54 -> 00:11:56]  0
[00:11:56 -> 00:11:58]  0
[00:11:58 -> 00:12:00]  0
[00:12:00 -> 00:12:02]  0
[00:12:02 -> 00:12:04]  0
[00:12:04 -> 00:12:06]  0
[00:12:06 -> 00:12:08]  0
[00:12:08 -> 00:12:10]  0
[00:12:10 -> 00:12:12]  0
[00:12:12 -> 00:12:14]  0
[00:12:14 -> 00:12:16]  0
[00:12:16 -> 00:12:18]  0
[00:12:18 -> 00:12:20]  0
[00:12:20 -> 00:12:22]  0
[00:12:22 -> 00:12:24]  0
[00:12:24 -> 00:12:26]  0
[00:12:26 -> 00:12:28]  0
[00:12:28 -> 00:12:30]  0
[00:12:30 -> 00:12:32]  0
[00:12:32 -> 00:12:34]  0
[00:12:34 -> 00:12:36]  0
[00:12:36 -> 00:12:38]  0
[00:12:38 -> 00:12:40]  0
[00:12:40 -> 00:12:42]  0
[00:12:42 -> 00:12:44]  0
[00:12:44 -> 00:12:46]  0
[00:12:46 -> 00:12:48]  0
[00:12:48 -> 00:12:50]  0
[00:12:50 -> 00:12:52]  0
[00:12:52 -> 00:12:54]  0
[00:12:54 -> 00:12:56]  0
[00:12:56 -> 00:12:58]  0
[00:12:58 -> 00:13:00]  0
[00:13:00 -> 00:13:02]  0
[00:13:02 -> 00:13:04]  0
[00:13:04 -> 00:13:06]  0
[00:13:06 -> 00:13:08]  0
[00:13:08 -> 00:13:10]  0
[00:13:10 -> 00:13:12]  0
[00:13:12 -> 00:13:14]  0
[00:13:14 -> 00:13:16]  0
[00:13:16 -> 00:13:18]  0
[00:13:18 -> 00:13:20]  0
[00:13:20 -> 00:13:22]  0
[00:13:22 -> 00:13:24]  0
[00:13:24 -> 00:13:26]  0
[00:13:26 -> 00:13:28]  0
[00:13:28 -> 00:13:30]  0
[00:13:30 -> 00:13:32]  0
[00:13:32 -> 00:13:34]  0
[00:13:34 -> 00:13:36]  0
[00:13:36 -> 00:13:38]  0
[00:13:38 -> 00:13:40]  0
[00:13:40 -> 00:13:42]  0
[00:13:42 -> 00:13:44]  0
[00:13:44 -> 00:13:46]  0
[00:13:46 -> 00:13:48]  0
[00:13:48 -> 00:13:50]  0
[00:13:50 -> 00:13:52]  0
[00:13:52 -> 00:13:54]  0
[00:13:54 -> 00:13:56]  0
[00:13:56 -> 00:13:58]  0
[00:13:58 -> 00:14:00]  0
[00:14:00 -> 00:14:02]  0
[00:14:02 -> 00:14:04]  0
[00:14:04 -> 00:14:06]  0
[00:14:06 -> 00:14:08]  0
[00:14:08 -> 00:14:10]  0
[00:14:10 -> 00:14:12]  0
[00:14:12 -> 00:14:14]  0
[00:14:14 -> 00:14:16]  0
[00:14:16 -> 00:14:18]  0
[00:14:18 -> 00:14:20]  0
[00:14:20 -> 00:14:22]  0
[00:14:22 -> 00:14:24]  0
[00:14:24 -> 00:14:26]  0
[00:14:26 -> 00:14:28]  0
[00:14:28 -> 00:14:30]  0
[00:14:30 -> 00:14:32]  0
[00:14:32 -> 00:14:34]  0
[00:14:34 -> 00:14:36]  0
[00:14:36 -> 00:14:38]  0
[00:14:38 -> 00:14:40]  0
[00:14:40 -> 00:14:42]  0
[00:14:42 -> 00:14:44]  0
[00:14:44 -> 00:14:46]  0
[00:14:46 -> 00:14:48]  0
[00:14:48 -> 00:14:50]  0
[00:14:50 -> 00:14:52]  0
[00:14:52 -> 00:14:54]  0
[00:14:54 -> 00:14:56]  0
[00:14:56 -> 00:14:58]  0
[00:14:58 -> 00:15:00]  0
[00:15:00 -> 00:15:02]  0
[00:15:02 -> 00:15:04]  0
[00:15:04 -> 00:15:06]  0
[00:15:06 -> 00:15:08]  0
[00:15:08 -> 00:15:10]  0
[00:15:10 -> 00:15:12]  0
[00:15:12 -> 00:15:14]  0
[00:15:14 -> 00:15:16]  0
[00:15:16 -> 00:15:18]  0
[00:15:18 -> 00:15:20]  0
[00:15:20 -> 00:15:22]  0
[00:15:22 -> 00:15:24]  0
[00:15:24 -> 00:15:26]  0
[00:15:26 -> 00:15:28]  0
[00:15:28 -> 00:15:30]  0
[00:15:30 -> 00:15:32]  0
[00:15:32 -> 00:15:34]  0
[00:15:34 -> 00:15:36]  0
[00:15:36 -> 00:15:38]  0
[00:15:38 -> 00:15:40]  0
[00:15:40 -> 00:15:42]  0
[00:15:42 -> 00:15:44]  0
[00:15:44 -> 00:15:46]  0
[00:15:46 -> 00:15:48]  0
[00:15:48 -> 00:15:50]  0
[00:15:50 -> 00:15:52]  0
[00:15:52 -> 00:15:54]  0
[00:15:54 -> 00:15:56]  0
[00:15:56 -> 00:15:58]  0
[00:15:58 -> 00:16:00]  0
[00:16:00 -> 00:16:02]  0
[00:16:02 -> 00:16:04]  0
[00:16:04 -> 00:16:06]  0
[00:16:06 -> 00:16:08]  0
[00:16:08 -> 00:16:10]  0
[00:16:10 -> 00:16:12]  0
[00:16:12 -> 00:16:14]  0
[00:16:14 -> 00:16:16]  0
[00:16:16 -> 00:16:18]  0
[00:16:18 -> 00:16:20]  0
[00:16:20 -> 00:16:22]  0
[00:16:22 -> 00:16:24]  0
[00:16:24 -> 00:16:26]  0
[00:16:26 -> 00:16:28]  0
[00:16:28 -> 00:16:30]  0
[00:16:30 -> 00:16:32]  0
[00:16:32 -> 00:16:34]  0
[00:16:34 -> 00:16:36]  0
[00:16:36 -> 00:16:38]  0
[00:16:38 -> 00:16:40]  0
[00:16:40 -> 00:16:42]  0
[00:16:42 -> 00:16:44]  0
[00:16:44 -> 00:16:46]  0
[00:16:46 -> 00:16:48]  0
[00:16:48 -> 00:16:50]  0
[00:16:50 -> 00:16:52]  0
[00:16:52 -> 00:16:54]  0
[00:16:54 -> 00:16:56]  0
[00:16:56 -> 00:16:58]  0
[00:16:58 -> 00:17:00]  0
[00:17:00 -> 00:17:02]  0
[00:17:02 -> 00:17:04]  0
[00:17:04 -> 00:17:06]  0
[00:17:06 -> 00:17:08]  0
[00:17:08 -> 00:17:10]  0
[00:17:10 -> 00:17:12]  0
[00:17:12 -> 00:17:14]  0
[00:17:14 -> 00:17:16]  0
[00:17:16 -> 00:17:18]  0
[00:17:18 -> 00:17:20]  0
[00:17:20 -> 00:17:22]  0
[00:17:22 -> 00:17:24]  0
[00:17:24 -> 00:17:26]  0
[00:17:26 -> 00:17:28]  0
[00:17:28 -> 00:17:30]  0
[00:17:30 -> 00:17:32]  0
[00:17:32 -> 00:17:34]  0
[00:17:34 -> 00:17:36]  0
[00:17:36 -> 00:17:38]  0
[00:17:38 -> 00:17:40]  0
[00:17:40 -> 00:17:42]  0
[00:17:42 -> 00:17:44]  0
[00:17:44 -> 00:17:46]  0
[00:17:46 -> 00:17:48]  0
[00:17:48 -> 00:17:50]  0
[00:17:50 -> 00:17:52]  0
[00:17:52 -> 00:17:54]  0
[00:17:54 -> 00:17:56]  0
[00:17:56 -> 00:17:58]  0
[00:17:58 -> 00:18:00]  0
[00:18:00 -> 00:18:02]  0
[00:18:02 -> 00:18:04]  0
[00:18:04 -> 00:18:06]  0
[00:18:06 -> 00:18:08]  0
[00:18:08 -> 00:18:10]  0
[00:18:10 -> 00:18:12]  0
[00:18:12 -> 00:18:14]  0
[00:18:14 -> 00:18:16]  0
[00:18:16 -> 00:18:18]  0
[00:18:18 -> 00:18:20]  0
[00:18:20 -> 00:18:22]  0
[00:18:22 -> 00:18:24]  0
[00:18:24 -> 00:18:26]  0
[00:18:26 -> 00:18:28]  0
[00:18:28 -> 00:18:30]  0
[00:18:30 -> 00:18:32]  0
[00:18:32 -> 00:18:34]  0
[00:18:34 -> 00:18:36]  0
[00:18:36 -> 00:18:38]  0
[00:18:38 -> 00:18:40]  0
[00:18:40 -> 00:18:42]  0
[00:18:42 -> 00:18:44]  0
[00:18:44 -> 00:18:46]  0
[00:18:46 -> 00:18:48]  0
[00:18:48 -> 00:18:50]  0
[00:18:50 -> 00:18:52]  0
[00:18:52 -> 00:18:54]  0
[00:18:54 -> 00:18:56]  0
[00:18:56 -> 00:18:58]  0
[00:18:58 -> 00:19:00]  0
[00:19:00 -> 00:19:02]  0
[00:19:02 -> 00:19:04]  0
[00:19:04 -> 00:19:06]  0
[00:19:06 -> 00:19:08]  0
[00:19:08 -> 00:19:10]  0
[00:19:10 -> 00:19:12]  0
[00:19:12 -> 00:19:14]  0
[00:19:14 -> 00:19:16]  0
[00:19:16 -> 00:19:18]  0
[00:19:18 -> 00:19:20]  0
[00:19:20 -> 00:19:22]  0
[00:19:22 -> 00:19:24]  0
[00:19:24 -> 00:19:26]  0
[00:19:26 -> 00:19:28]  0
[00:19:28 -> 00:19:30]  0
[00:19:30 -> 00:19:32]  0
[00:19:32 -> 00:19:34]  0
[00:19:34 -> 00:19:36]  0
[00:19:36 -> 00:19:38]  0
[00:19:38 -> 00:19:40]  0
[00:19:40 -> 00:19:42]  0
[00:19:42 -> 00:19:44]  0
[00:19:44 -> 00:19:46]  0
[00:19:46 -> 00:19:48]  0
[00:19:48 -> 00:19:50]  0
[00:19:50 -> 00:19:52]  0
[00:19:52 -> 00:19:54]  0
[00:19:54 -> 00:19:56]  0
[00:19:56 -> 00:19:58]  0
[00:19:58 -> 00:20:00]  0
[00:20:00 -> 00:20:02]  0
[00:20:02 -> 00:20:04]  0
[00:20:04 -> 00:20:06]  0
[00:20:06 -> 00:20:08]  0
[00:20:08 -> 00:20:10]  0
[00:20:10 -> 00:20:12]  0
[00:20:12 -> 00:20:14]  0
[00:20:14 -> 00:20:16]  0
[00:20:16 -> 00:20:18]  0
[00:20:18 -> 00:20:20]  0
[00:20:20 -> 00:20:22]  0
[00:20:22 -> 00:20:24]  0
[00:20:24 -> 00:20:26]  0
[00:20:26 -> 00:20:28]  0
[00:20:28 -> 00:20:30]  0
[00:20:30 -> 00:20:32]  0
[00:20:32 -> 00:20:34]  0
[00:20:34 -> 00:20:36]  0
[00:20:36 -> 00:20:38]  0
[00:20:38 -> 00:20:40]  0
[00:20:40 -> 00:20:42]  0
[00:20:42 -> 00:20:44]  0
[00:20:44 -> 00:20:46]  0
[00:20:46 -> 00:20:48]  0
[00:20:48 -> 00:20:50]  0
[00:20:50 -> 00:20:52]  0
[00:20:52 -> 00:20:54]  0
[00:20:54 -> 00:20:56]  0
[00:20:56 -> 00:20:58]  0
[00:20:58 -> 00:21:00]  0
[00:21:00 -> 00:21:02]  0
[00:21:02 -> 00:21:04]  0
[00:21:04 -> 00:21:06]  0
[00:21:06 -> 00:21:08]  0
[00:21:08 -> 00:21:10]  0
[00:21:10 -> 00:21:12]  0
[00:21:12 -> 00:21:14]  0
[00:21:14 -> 00:21:16]  0
[00:21:16 -> 00:21:18]  0
[00:21:18 -> 00:21:20]  0
[00:21:20 -> 00:21:22]  0
[00:21:22 -> 00:21:24]  0
[00:21:24 -> 00:21:26]  0
[00:21:26 -> 00:21:28]  0
[00:21:28 -> 00:21:30]  0
[00:21:30 -> 00:21:32]  0
[00:21:32 -> 00:21:34]  0
[00:21:34 -> 00:21:36]  0
[00:21:36 -> 00:21:38]  0
[00:21:38 -> 00:21:40]  0
[00:21:40 -> 00:21:42]  0
[00:21:42 -> 00:21:44]  0
[00:21:44 -> 00:21:46]  0
[00:21:46 -> 00:21:48]  0
[00:21:48 -> 00:21:50]  0
[00:21:50 -> 00:21:52]  0
[00:21:52 -> 00:21:54]  0
[00:21:54 -> 00:21:56]  0
[00:21:56 -> 00:21:58]  0
[00:21:58 -> 00:22:00]  0
[00:22:00 -> 00:22:02]  0
[00:22:02 -> 00:22:04]  0
[00:22:04 -> 00:22:06]  0
[00:22:06 -> 00:22:08]  0
[00:22:08 -> 00:22:10]  0
[00:22:10 -> 00:22:12]  0
[00:22:12 -> 00:22:14]  0
[00:22:14 -> 00:22:16]  0
[00:22:16 -> 00:22:18]  0
[00:22:18 -> 00:22:20]  0
[00:22:20 -> 00:22:22]  0
[00:22:22 -> 00:22:24]  0
[00:22:24 -> 00:22:26]  0
[00:22:26 -> 00:22:28]  0
[00:22:28 -> 00:22:30]  0
[00:22:30 -> 00:22:32]  0
[00:22:32 -> 00:22:34]  0
[00:22:34 -> 00:22:36]  0
[00:22:36 -> 00:22:38]  0
[00:22:38 -> 00:22:40]  0
[00:22:40 -> 00:22:42]  0
[00:22:42 -> 00:22:44]  0
[00:22:44 -> 00:22:46]  0
[00:22:46 -> 00:22:48]  0
[00:22:48 -> 00:22:50]  0
[00:22:50 -> 00:22:52]  0
[00:22:52 -> 00:22:54]  0
[00:22:54 -> 00:22:56]  0
[00:22:56 -> 00:22:58]  0
[00:22:58 -> 00:23:00]  0
[00:23:00 -> 00:23:02]  0
[00:23:02 -> 00:23:04]  0
[00:23:04 -> 00:23:06]  0
[00:23:06 -> 00:23:08]  0
[00:23:08 -> 00:23:10]  0
[00:23:10 -> 00:23:12]  0
[00:23:12 -> 00:23:14]  0
[00:23:14 -> 00:23:16]  0
[00:23:16 -> 00:23:18]  0
[00:23:18 -> 00:23:20]  0
[00:23:20 -> 00:23:22]  0
[00:23:22 -> 00:23:24]  0
[00:23:24 -> 00:23:26]  0
[00:23:26 -> 00:23:28]  0
[00:23:28 -> 00:23:30]  0
[00:23:30 -> 00:23:32]  0
[00:23:32 -> 00:23:34]  0
[00:23:34 -> 00:23:36]  0
[00:23:36 -> 00:23:38]  0
[00:23:38 -> 00:23:40]  0
[00:23:40 -> 00:23:42]  0
[00:23:42 -> 00:23:44]  0
[00:23:44 -> 00:23:46]  0
[00:23:46 -> 00:23:48]  0
[00:23:48 -> 00:23:50]  0
[00:23:50 -> 00:23:52]  0
[00:23:52 -> 00:23:54]  0
[00:23:54 -> 00:23:56]  0
[00:23:56 -> 00:23:58]  0
[00:23:58 -> 00:24:00]  0
[00:24:00 -> 00:24:02]  0
[00:24:02 -> 00:24:04]  0
[00:24:04 -> 00:24:06]  0
[00:24:06 -> 00:24:08]  0
[00:24:08 -> 00:24:10]  0
[00:24:10 -> 00:24:12]  0
[00:24:12 -> 00:24:14]  0
[00:24:14 -> 00:24:16]  0
[00:24:16 -> 00:24:18]  0
[00:24:18 -> 00:24:20]  0
[00:24:20 -> 00:24:22]  0
[00:24:22 -> 00:24:24]  0
[00:24:24 -> 00:24:26]  0
[00:24:26 -> 00:24:28]  0
[00:24:28 -> 00:24:30]  0
[00:24:30 -> 00:24:32]  0
[00:24:32 -> 00:24:34]  0
[00:24:34 -> 00:24:36]  0
[00:24:36 -> 00:24:38]  0
[00:24:38 -> 00:24:40]  0
[00:24:40 -> 00:24:42]  0
[00:24:42 -> 00:24:44]  0
[00:24:44 -> 00:24:46]  0
[00:24:46 -> 00:24:48]  0
[00:24:48 -> 00:24:50]  0
[00:24:50 -> 00:24:52]  0
[00:24:52 -> 00:24:54]  0
[00:24:54 -> 00:24:56]  0
[00:24:56 -> 00:24:58]  0
[00:24:58 -> 00:25:00]  0
[00:25:00 -> 00:25:02]  0
[00:25:02 -> 00:25:04]  0
